customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,Tenure,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,start_date,average_monthly,Match_average_monthly,contract_type_description,phone_type_descrption,internet_type_description
4130-MZLCC,Female,0,No,No,1,1,0,Bank transfer (automatic),$50.55,$244.75,No,5,TRUE,FALSE,TRUE,TRUE,TRUE,0,20201202,$50.55,TRUE,Month-to-Month,One Line,DSL
4132-KALRO,Female,0,No,No,2,2,0,Mailed check,$100.85,$399.25,No,4,TRUE,FALSE,TRUE,TRUE,TRUE,0,20201229,$100.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4132-POCZS,Male,0,Yes,No,0,1,0,Electronic check,$39.90,"$2,020.90",No,51,FALSE,FALSE,FALSE,TRUE,FALSE,1,20170208,$39.90,TRUE,Month-to-Month,No Phone Service,DSL
4134-BSXLX,Male,0,Yes,No,1,1,0,Mailed check,$60.90,"$1,785.65",No,29,FALSE,FALSE,TRUE,TRUE,TRUE,1,20181119,$60.90,TRUE,Month-to-Month,One Line,DSL
4135-FRWKJ,Female,1,Yes,Yes,2,1,1,Electronic check,$76.25,"$4,154.55",No,54,TRUE,FALSE,TRUE,TRUE,TRUE,3,20161014,$76.25,TRUE,1 Year,Two or More Lines,DSL
4137-BTIKL,Male,0,No,No,2,2,0,Mailed check,$90.75,$174.75,No,2,FALSE,FALSE,TRUE,TRUE,TRUE,0,20210301,$90.75,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4137-JOPHL,Female,0,No,No,1,2,2,Bank transfer (automatic),$89.70,"$4,304.50",No,48,TRUE,FALSE,TRUE,TRUE,TRUE,0,20170430,$89.70,TRUE,2 Year,One Line,Fiber Optic
4138-NAXED,Male,0,No,No,2,2,0,Bank transfer (automatic),$81.00,"$4,085.75",No,50,FALSE,FALSE,TRUE,TRUE,TRUE,0,20170214,$81.00,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4139-DETXS,Female,0,Yes,Yes,0,1,2,Bank transfer (automatic),$64.45,"$4,528.00",No,70,TRUE,FALSE,FALSE,TRUE,FALSE,3,20150623,$64.45,TRUE,2 Year,No Phone Service,DSL
4139-JPIAM,Male,0,No,No,0,1,0,Credit card (automatic),$44.45,"$2,181.55",No,49,FALSE,FALSE,FALSE,TRUE,FALSE,0,20170328,$44.45,TRUE,Month-to-Month,No Phone Service,DSL
4139-SUGLD,Male,0,Yes,Yes,0,1,0,Bank transfer (automatic),$35.40,"$1,077.50",Yes,30,FALSE,TRUE,FALSE,TRUE,FALSE,3,20181016,$35.40,TRUE,Month-to-Month,No Phone Service,DSL
4140-MUHUG,Female,1,No,No,1,2,0,Electronic check,$86.85,$220.95,Yes,3,TRUE,TRUE,TRUE,TRUE,TRUE,0,20210210,$86.85,TRUE,Month-to-Month,One Line,Fiber Optic
4140-WJAWW,Female,0,No,No,1,0,0,Credit card (automatic),$19.85,$108.05,Yes,5,TRUE,TRUE,TRUE,FALSE,FALSE,0,20201114,$19.85,TRUE,Month-to-Month,One Line,No Internet Service
4143-HHPMK,Male,0,No,No,1,2,0,Electronic check,$85.35,"$4,338.60",Yes,51,FALSE,TRUE,TRUE,TRUE,TRUE,0,20170202,$85.35,TRUE,Month-to-Month,One Line,Fiber Optic
4143-OOBWZ,Male,0,Yes,No,2,2,0,Electronic check,$81.30,$416.30,Yes,5,FALSE,TRUE,TRUE,TRUE,TRUE,1,20201124,$81.30,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4145-UQXUQ,Female,1,No,No,1,2,0,Electronic check,$92.10,$729.95,Yes,8,TRUE,TRUE,TRUE,TRUE,TRUE,0,20200830,$92.10,TRUE,Month-to-Month,One Line,Fiber Optic
4146-SVFUD,Male,0,No,No,1,1,0,Mailed check,$44.60,$44.60,No,1,FALSE,FALSE,TRUE,TRUE,TRUE,0,20210329,$44.60,TRUE,Month-to-Month,One Line,DSL
4154-AQUGT,Male,1,Yes,No,1,2,0,Bank transfer (automatic),$89.05,"$1,169.35",Yes,13,FALSE,TRUE,TRUE,TRUE,TRUE,1,20200325,$89.05,TRUE,Month-to-Month,One Line,Fiber Optic
4159-NAAIX,Female,0,No,No,2,2,2,Bank transfer (automatic),$97.45,"$6,253.00",No,64,TRUE,FALSE,TRUE,TRUE,TRUE,0,20151225,$97.45,TRUE,2 Year,Two or More Lines,Fiber Optic
4160-AMJTL,Female,1,No,No,1,0,0,Electronic check,$19.65,$164.30,Yes,8,TRUE,TRUE,TRUE,FALSE,FALSE,0,20200817,$19.65,TRUE,Month-to-Month,One Line,No Internet Service
4163-HFTUK,Male,0,No,No,1,0,1,Electronic check,$19.10,"$1,007.80",No,53,FALSE,FALSE,TRUE,FALSE,FALSE,0,20161206,$19.10,TRUE,1 Year,One Line,No Internet Service
4163-KIUHY,Male,0,No,No,2,0,0,Electronic check,$25.60,$901.25,No,35,FALSE,FALSE,TRUE,FALSE,FALSE,0,20180524,$25.60,TRUE,Month-to-Month,Two or More Lines,No Internet Service
4163-NCJAK,Female,0,Yes,No,2,0,1,Bank transfer (automatic),$24.45,"$1,066.15",No,44,TRUE,FALSE,TRUE,FALSE,FALSE,1,20170910,$24.45,TRUE,1 Year,Two or More Lines,No Internet Service
4174-LPGTI,Female,0,Yes,Yes,1,1,1,Bank transfer (automatic),$66.50,"$2,728.60",Yes,41,TRUE,TRUE,TRUE,TRUE,TRUE,3,20171127,$66.50,TRUE,1 Year,One Line,DSL
4176-FXYBO,Male,0,Yes,No,2,2,0,Electronic check,$109.55,"$6,118.95",No,56,FALSE,FALSE,TRUE,TRUE,TRUE,1,20160903,$109.55,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4176-RELJR,Male,1,No,No,2,0,2,Credit card (automatic),$25.10,"$1,672.15",No,67,FALSE,FALSE,TRUE,FALSE,FALSE,0,20151011,$25.10,TRUE,2 Year,Two or More Lines,No Internet Service
4177-JPDFU,Male,0,No,No,0,1,0,Mailed check,$34.00,$442.45,No,13,FALSE,FALSE,FALSE,TRUE,FALSE,0,20200329,$34.00,TRUE,Month-to-Month,No Phone Service,DSL
4178-EGMON,Male,0,Yes,No,2,2,2,Credit card (automatic),$88.00,"$5,986.45",No,68,FALSE,FALSE,TRUE,TRUE,TRUE,1,20150829,$88.00,TRUE,2 Year,Two or More Lines,Fiber Optic
4182-BGSIQ,Female,0,Yes,Yes,1,0,0,Bank transfer (automatic),$19.80,$196.75,No,10,TRUE,FALSE,TRUE,FALSE,FALSE,3,20200630,$19.80,TRUE,Month-to-Month,One Line,No Internet Service
4183-MYFRB,Female,0,No,No,1,2,0,Electronic check,$90.05,"$1,862.90",No,21,TRUE,FALSE,TRUE,TRUE,TRUE,0,20190808,$90.05,TRUE,Month-to-Month,One Line,Fiber Optic
4183-WCSEP,Male,0,No,No,1,2,0,Electronic check,$78.45,"$2,435.15",Yes,31,FALSE,TRUE,TRUE,TRUE,TRUE,0,20180927,$78.45,TRUE,Month-to-Month,One Line,Fiber Optic
4184-TJFAN,Female,1,Yes,Yes,1,2,0,Mailed check,$88.30,$273.75,Yes,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,20210124,$88.30,TRUE,Month-to-Month,One Line,Fiber Optic
4184-VODJZ,Male,0,Yes,Yes,2,2,1,Electronic check,$91.35,"$5,764.70",No,63,FALSE,FALSE,TRUE,TRUE,TRUE,3,20160126,$91.35,TRUE,1 Year,Two or More Lines,Fiber Optic
4186-ZBUEW,Female,0,No,No,2,1,1,Mailed check,$70.70,"$2,511.95",No,36,TRUE,FALSE,TRUE,TRUE,TRUE,0,20180514,$70.70,TRUE,1 Year,Two or More Lines,DSL
4187-CINZD,Female,1,No,No,1,2,1,Credit card (automatic),$95.25,"$4,424.20",Yes,46,TRUE,TRUE,TRUE,TRUE,TRUE,0,20170616,$95.25,TRUE,1 Year,One Line,Fiber Optic
4188-FRABG,Male,0,Yes,No,2,2,0,Electronic check,$103.05,"$5,925.75",No,58,FALSE,FALSE,TRUE,TRUE,TRUE,1,20160714,$103.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4188-PCPIG,Female,0,Yes,No,1,1,2,Credit card (automatic),$70.35,"$4,124.65",No,59,TRUE,FALSE,TRUE,TRUE,TRUE,1,20160610,$70.35,TRUE,2 Year,One Line,DSL
4189-NAKJS,Male,0,No,No,2,1,1,Credit card (automatic),$51.55,"$1,295.40",No,25,FALSE,FALSE,TRUE,TRUE,TRUE,0,20190326,$51.55,TRUE,1 Year,Two or More Lines,DSL
4190-MFLUW,Female,0,Yes,Yes,1,1,0,Credit card (automatic),$55.20,$528.35,Yes,10,TRUE,TRUE,TRUE,TRUE,TRUE,3,20200711,$55.20,TRUE,Month-to-Month,One Line,DSL
4191-XOVOM,Male,0,No,No,2,2,0,Electronic check,$105.40,"$6,713.20",No,64,FALSE,FALSE,TRUE,TRUE,TRUE,0,20160108,$105.40,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4192-GORJT,Male,0,Yes,No,1,2,0,Electronic check,$94.45,$498.10,Yes,5,FALSE,TRUE,TRUE,TRUE,TRUE,1,20201119,$94.45,TRUE,Month-to-Month,One Line,Fiber Optic
4193-IBKSW,Male,0,Yes,Yes,2,0,2,Bank transfer (automatic),$24.75,"$1,769.60",No,71,FALSE,FALSE,TRUE,FALSE,FALSE,3,20150516,$24.75,TRUE,2 Year,Two or More Lines,No Internet Service
4193-ORFCL,Female,1,No,No,1,1,0,Mailed check,$45.10,$45.10,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,20210329,$45.10,TRUE,Month-to-Month,One Line,DSL
4194-FJARJ,Female,0,Yes,Yes,2,1,2,Bank transfer (automatic),$60.00,"$3,273.95",No,55,TRUE,FALSE,TRUE,TRUE,TRUE,3,20161012,$60.00,TRUE,2 Year,Two or More Lines,DSL
4194-WHFCB,Female,0,Yes,Yes,2,2,0,Bank transfer (automatic),$96.65,"$5,580.80",No,58,TRUE,FALSE,TRUE,TRUE,TRUE,3,20160707,$96.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4195-NZGTA,Female,0,No,No,0,1,0,Electronic check,$25.25,$25.25,No,1,TRUE,FALSE,FALSE,TRUE,FALSE,0,20210329,$25.25,TRUE,Month-to-Month,No Phone Service,DSL
4195-PNGZS,Male,0,Yes,Yes,2,0,2,Bank transfer (automatic),$24.45,"$1,718.20",No,70,FALSE,FALSE,TRUE,FALSE,FALSE,3,20150622,$24.45,TRUE,2 Year,Two or More Lines,No Internet Service
4195-SMMNX,Male,0,No,No,1,0,0,Mailed check,$20.35,$33.20,Yes,2,FALSE,TRUE,TRUE,FALSE,FALSE,0,20210310,$20.35,TRUE,Month-to-Month,One Line,No Internet Service
4198-VFOEA,Female,0,No,No,0,1,1,Mailed check,$33.60,$435.45,No,13,TRUE,FALSE,FALSE,TRUE,FALSE,0,20200330,$33.60,TRUE,1 Year,No Phone Service,DSL
4199-QHJNM,Male,1,Yes,No,2,2,2,Bank transfer (automatic),$102.90,"$6,989.70",No,68,FALSE,FALSE,TRUE,TRUE,TRUE,1,20150901,$102.90,TRUE,2 Year,Two or More Lines,Fiber Optic
4201-JMNGR,Female,1,No,No,1,1,0,Electronic check,$55.80,$55.80,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,20210329,$55.80,TRUE,Month-to-Month,One Line,DSL
4203-QGNZA,Female,0,No,Yes,1,0,0,Mailed check,$20.25,$535.35,No,26,TRUE,FALSE,TRUE,FALSE,FALSE,2,20190214,$20.25,TRUE,Month-to-Month,One Line,No Internet Service
4208-UFFGW,Male,1,No,No,1,1,0,Mailed check,$44.95,$85.15,Yes,2,FALSE,TRUE,TRUE,TRUE,TRUE,0,20210302,$44.95,TRUE,Month-to-Month,One Line,DSL
4210-QFJMF,Female,0,No,No,1,2,0,Electronic check,$79.15,$317.25,Yes,4,TRUE,TRUE,TRUE,TRUE,TRUE,0,20201228,$79.15,TRUE,Month-to-Month,One Line,Fiber Optic
4211-MMAZN,Male,0,No,No,1,0,0,Mailed check,$20.25,$20.25,Yes,1,FALSE,TRUE,TRUE,FALSE,FALSE,0,20210329,$20.25,TRUE,Month-to-Month,One Line,No Internet Service
4213-HKBJO,Female,0,No,No,2,0,2,Credit card (automatic),$25.70,$826.10,No,32,TRUE,FALSE,TRUE,FALSE,FALSE,0,20180825,$25.70,TRUE,2 Year,Two or More Lines,No Internet Service
4220-TINQT,Female,0,Yes,No,2,2,0,Electronic check,$106.35,"$6,751.35",No,63,TRUE,FALSE,TRUE,TRUE,TRUE,1,20160115,$106.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4223-BKEOR,Female,0,No,Yes,1,1,1,Mailed check,$64.85,"$1,336.80",No,21,TRUE,FALSE,TRUE,TRUE,TRUE,2,20190810,$64.85,TRUE,1 Year,One Line,DSL
4223-WOZCM,Male,1,No,No,1,1,0,Mailed check,$49.95,$107.10,No,2,FALSE,FALSE,TRUE,TRUE,TRUE,0,20210222,$49.95,TRUE,Month-to-Month,One Line,DSL
4226-KKDON,Male,0,No,No,1,1,0,Electronic check,$66.65,$520.95,No,8,FALSE,FALSE,TRUE,TRUE,TRUE,0,20200903,$66.65,TRUE,Month-to-Month,One Line,DSL
4227-OJHAL,Female,0,Yes,Yes,2,1,1,Credit card (automatic),$73.00,"$5,163.00",No,71,TRUE,FALSE,TRUE,TRUE,TRUE,3,20150608,$73.00,TRUE,1 Year,Two or More Lines,DSL
4228-ZGYUW,Male,0,No,No,2,2,0,Electronic check,$90.05,$368.10,Yes,4,FALSE,TRUE,TRUE,TRUE,TRUE,0,20201225,$90.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4229-CZMLL,Male,0,No,No,2,2,0,Electronic check,$74.90,$469.80,Yes,6,FALSE,TRUE,TRUE,TRUE,TRUE,0,20201020,$74.90,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4231-LZUYM,Female,0,Yes,No,2,0,2,Bank transfer (automatic),$25.65,"$1,887.00",No,74,TRUE,FALSE,TRUE,FALSE,FALSE,1,20150314,$25.65,TRUE,2 Year,Two or More Lines,No Internet Service
4232-JGKIY,Male,0,No,No,1,0,0,Electronic check,$19.20,$19.20,No,1,FALSE,FALSE,TRUE,FALSE,FALSE,0,20210329,$19.20,TRUE,Month-to-Month,One Line,No Internet Service
4234-XTNEA,Male,0,No,No,1,2,0,Electronic check,$79.95,$174.45,No,2,FALSE,FALSE,TRUE,TRUE,TRUE,0,20210221,$79.95,TRUE,Month-to-Month,One Line,Fiber Optic
4236-UJPWO,Female,0,No,No,0,1,0,Electronic check,$24.50,$46.40,No,2,TRUE,FALSE,FALSE,TRUE,FALSE,0,20210302,$24.50,TRUE,Month-to-Month,No Phone Service,DSL
4236-XPXAV,Female,0,Yes,Yes,1,2,0,Mailed check,$99.15,$465.05,Yes,5,TRUE,TRUE,TRUE,TRUE,TRUE,3,20201207,$99.15,TRUE,Month-to-Month,One Line,Fiber Optic
4237-CLSMM,Male,0,Yes,No,1,0,0,Mailed check,$20.00,$38.00,No,2,FALSE,FALSE,TRUE,FALSE,FALSE,1,20210302,$20.00,TRUE,Month-to-Month,One Line,No Internet Service
4237-RLAQD,Male,0,No,No,1,1,0,Mailed check,$45.85,$45.85,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,20210329,$45.85,TRUE,Month-to-Month,One Line,DSL
4238-HFHSN,Male,1,Yes,No,2,2,0,Electronic check,$82.15,"$4,904.85",No,60,FALSE,FALSE,TRUE,TRUE,TRUE,1,20160508,$82.15,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4238-JSSWH,Female,1,Yes,No,2,2,0,Bank transfer (automatic),$102.05,"$3,452.55",No,34,TRUE,FALSE,TRUE,TRUE,TRUE,1,20180704,$102.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4248-HCETZ,Male,1,Yes,No,1,2,0,Mailed check,$79.65,"$2,365.15",Yes,30,FALSE,TRUE,TRUE,TRUE,TRUE,1,20181107,$79.65,TRUE,Month-to-Month,One Line,Fiber Optic
4248-QPAVC,Female,1,Yes,No,2,2,0,Bank transfer (automatic),$85.35,"$1,463.45",Yes,17,TRUE,TRUE,TRUE,TRUE,TRUE,1,20191124,$85.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4250-FDVOU,Female,0,No,No,1,1,0,Electronic check,$56.25,$389.10,Yes,7,TRUE,TRUE,TRUE,TRUE,TRUE,0,20200930,$56.25,TRUE,Month-to-Month,One Line,DSL
4250-WAROZ,Male,1,Yes,Yes,2,2,0,Electronic check,$93.25,"$5,774.55",No,62,FALSE,FALSE,TRUE,TRUE,TRUE,3,20160302,$93.25,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4250-ZBWLV,Male,0,No,No,2,2,1,Electronic check,$108.45,"$7,176.55",Yes,66,FALSE,TRUE,TRUE,TRUE,TRUE,0,20151025,$108.45,TRUE,1 Year,Two or More Lines,Fiber Optic
4254-QPEDE,Female,0,Yes,No,0,1,2,Credit card (automatic),$66.25,"$3,330.10",No,50,TRUE,FALSE,FALSE,TRUE,FALSE,1,20170220,$66.25,TRUE,2 Year,No Phone Service,DSL
4255-DDUOU,Female,0,Yes,Yes,1,0,0,Mailed check,$20.50,$20.50,Yes,1,TRUE,TRUE,TRUE,FALSE,FALSE,3,20210329,$20.50,TRUE,Month-to-Month,One Line,No Internet Service
4256-ZWTZI,Female,0,No,Yes,1,1,0,Mailed check,$51.00,$286.80,No,6,TRUE,FALSE,TRUE,TRUE,TRUE,2,20201108,$51.00,TRUE,Month-to-Month,One Line,DSL
4257-GAESD,Female,0,No,No,0,1,0,Credit card (automatic),$45.00,$298.70,No,7,TRUE,FALSE,FALSE,TRUE,FALSE,0,20201009,$45.00,TRUE,Month-to-Month,No Phone Service,DSL
4273-MBHYA,Female,0,No,Yes,1,2,0,Electronic check,$89.35,$89.35,No,1,TRUE,FALSE,TRUE,TRUE,TRUE,2,20210329,$89.35,TRUE,Month-to-Month,One Line,Fiber Optic
4274-DRSQT,Female,0,No,No,2,2,1,Bank transfer (automatic),$88.90,"$6,000.10",No,67,TRUE,FALSE,TRUE,TRUE,TRUE,0,20150915,$88.90,TRUE,1 Year,Two or More Lines,Fiber Optic
4274-OWWYO,Male,0,No,No,1,2,0,Electronic check,$74.35,$74.35,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,20210329,$74.35,TRUE,Month-to-Month,One Line,Fiber Optic
4277-BWBML,Male,0,Yes,Yes,1,0,2,Bank transfer (automatic),$19.95,"$1,322.85",No,66,FALSE,FALSE,TRUE,FALSE,FALSE,3,20151021,$19.95,TRUE,2 Year,One Line,No Internet Service
4277-PVRAN,Female,0,No,No,1,2,0,Bank transfer (automatic),$80.10,$679.30,Yes,8,TRUE,TRUE,TRUE,TRUE,TRUE,0,20200814,$80.10,TRUE,Month-to-Month,One Line,Fiber Optic
4277-UDIEF,Male,0,Yes,Yes,2,1,0,Bank transfer (automatic),$81.00,"$1,923.85",No,24,FALSE,FALSE,TRUE,TRUE,TRUE,3,20190507,$81.00,TRUE,Month-to-Month,Two or More Lines,DSL
4280-DLSHD,Male,0,Yes,No,1,1,0,Mailed check,$54.75,$445.85,No,8,FALSE,FALSE,TRUE,TRUE,TRUE,1,20200824,$54.75,TRUE,Month-to-Month,One Line,DSL
4282-ACRXS,Male,1,Yes,No,0,1,0,Electronic check,$24.85,$955.75,No,38,FALSE,FALSE,FALSE,TRUE,FALSE,1,20180214,$24.85,TRUE,Month-to-Month,No Phone Service,DSL
4282-MSACW,Male,0,No,No,2,2,1,Credit card (automatic),$117.20,"$8,035.95",No,69,FALSE,FALSE,TRUE,TRUE,TRUE,0,20150813,$117.20,TRUE,1 Year,Two or More Lines,Fiber Optic
4282-YMKNA,Female,0,No,No,2,2,0,Electronic check,$74.75,$706.60,Yes,9,TRUE,TRUE,TRUE,TRUE,TRUE,0,20200715,$74.75,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4283-FUTGF,Male,1,No,No,2,2,0,Electronic check,$79.85,"$1,471.75",Yes,18,FALSE,TRUE,TRUE,TRUE,TRUE,0,20191016,$79.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4283-IVYCI,Male,0,No,No,1,1,0,Mailed check,$64.95,$547.80,No,8,FALSE,FALSE,TRUE,TRUE,TRUE,0,20200815,$64.95,TRUE,Month-to-Month,One Line,DSL
4285-GYRQC,Female,0,Yes,No,1,2,0,Electronic check,$86.25,$587.10,Yes,7,TRUE,TRUE,TRUE,TRUE,TRUE,1,20201003,$86.25,TRUE,Month-to-Month,One Line,Fiber Optic
4289-DTDKW,Male,0,Yes,No,2,2,0,Electronic check,$101.30,"$4,113.10",Yes,41,FALSE,TRUE,TRUE,TRUE,TRUE,1,20171210,$101.30,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4290-BSXUX,Male,0,Yes,No,2,2,0,Bank transfer (automatic),$79.65,$251.75,Yes,3,FALSE,TRUE,TRUE,TRUE,TRUE,1,20210122,$79.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4291-HPAXL,Male,0,No,Yes,1,0,0,Mailed check,$19.85,$19.85,No,1,FALSE,FALSE,TRUE,FALSE,FALSE,2,20210329,$19.85,TRUE,Month-to-Month,One Line,No Internet Service
4291-HYEBC,Female,1,Yes,Yes,0,1,1,Electronic check,$39.10,"$1,096.60",No,28,TRUE,FALSE,FALSE,TRUE,FALSE,3,20181227,$39.10,TRUE,1 Year,No Phone Service,DSL
4291-SHSBH,Male,0,No,No,1,2,0,Electronic check,$69.55,$521.35,No,7,FALSE,FALSE,TRUE,TRUE,TRUE,0,20200912,$69.55,TRUE,Month-to-Month,One Line,Fiber Optic
4291-TPNFG,Male,0,Yes,No,2,1,2,Bank transfer (automatic),$82.30,"$5,980.55",No,73,FALSE,FALSE,TRUE,TRUE,TRUE,1,20150410,$82.30,TRUE,2 Year,Two or More Lines,DSL
4291-YZODP,Female,0,No,Yes,1,0,1,Mailed check,$20.05,$96.80,No,5,TRUE,FALSE,TRUE,FALSE,FALSE,2,20201203,$20.05,TRUE,1 Year,One Line,No Internet Service
4293-ETKAP,Female,0,Yes,Yes,2,1,2,Bank transfer (automatic),$79.40,"$5,071.90",No,64,TRUE,FALSE,TRUE,TRUE,TRUE,3,20160103,$79.40,TRUE,2 Year,Two or More Lines,DSL
4295-YURET,Female,1,Yes,Yes,1,1,2,Credit card (automatic),$72.60,"$4,084.35",No,56,TRUE,FALSE,TRUE,TRUE,TRUE,3,20160821,$72.60,TRUE,2 Year,One Line,DSL
4298-OYIFC,Male,0,Yes,No,2,2,0,Electronic check,$103.45,"$1,539.80",No,15,FALSE,FALSE,TRUE,TRUE,TRUE,1,20200201,$103.45,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4299-OPXEJ,Female,0,No,No,1,0,2,Bank transfer (automatic),$19.55,"$1,080.55",No,55,TRUE,FALSE,TRUE,FALSE,FALSE,0,20160920,$19.55,TRUE,2 Year,One Line,No Internet Service
4299-SIMNS,Male,0,No,No,2,2,0,Electronic check,$81.15,$784.45,No,10,FALSE,FALSE,TRUE,TRUE,TRUE,0,20200708,$81.15,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4301-VVZKA,Male,0,Yes,No,2,2,0,Electronic check,$75.40,"$1,189.40",No,16,FALSE,FALSE,TRUE,TRUE,TRUE,1,20200105,$75.40,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4302-ZYFEL,Male,0,Yes,Yes,1,0,1,Credit card (automatic),$20.55,"$1,403.10",No,68,FALSE,FALSE,TRUE,FALSE,FALSE,3,20150822,$20.55,TRUE,1 Year,One Line,No Internet Service
4304-TSPVK,Female,0,Yes,No,2,2,2,Bank transfer (automatic),$114.90,"$7,843.55",No,68,TRUE,FALSE,TRUE,TRUE,TRUE,1,20150822,$114.90,TRUE,2 Year,Two or More Lines,Fiber Optic
4304-XUMGI,Male,1,Yes,Yes,2,1,2,Bank transfer (automatic),$75.15,"$3,822.45",No,51,FALSE,FALSE,TRUE,TRUE,TRUE,3,20170201,$75.15,TRUE,2 Year,Two or More Lines,DSL
4307-KTUMW,Male,0,Yes,No,2,2,0,Electronic check,$93.90,"$5,029.20",Yes,54,FALSE,TRUE,TRUE,TRUE,TRUE,1,20161111,$93.90,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4307-KWMXE,Male,0,No,No,0,1,0,Electronic check,$35.75,$389.80,No,11,FALSE,FALSE,FALSE,TRUE,FALSE,0,20200601,$35.75,TRUE,Month-to-Month,No Phone Service,DSL
4310-KEDTB,Female,0,No,Yes,0,1,0,Mailed check,$29.80,$786.50,No,26,TRUE,FALSE,FALSE,TRUE,FALSE,2,20190216,$29.80,TRUE,Month-to-Month,No Phone Service,DSL
4311-QTTAI,Female,0,No,No,1,0,1,Credit card (automatic),$19.35,$295.55,No,15,TRUE,FALSE,TRUE,FALSE,FALSE,0,20200120,$19.35,TRUE,1 Year,One Line,No Internet Service
4312-GVYNH,Female,0,Yes,No,0,1,2,Bank transfer (automatic),$49.85,"$3,370.20",No,68,TRUE,FALSE,FALSE,TRUE,FALSE,1,20150911,$49.85,TRUE,2 Year,No Phone Service,DSL
4312-KFRXN,Male,0,Yes,No,2,0,2,Mailed check,$25.40,"$1,710.90",No,67,FALSE,FALSE,TRUE,FALSE,FALSE,1,20150919,$25.40,TRUE,2 Year,Two or More Lines,No Internet Service
4315-MURBD,Female,0,No,No,1,2,0,Bank transfer (automatic),$98.90,"$1,120.95",Yes,11,TRUE,TRUE,TRUE,TRUE,TRUE,0,20200519,$98.90,TRUE,Month-to-Month,One Line,Fiber Optic
4316-XCSLJ,Male,0,No,Yes,1,1,0,Mailed check,$50.30,$846.80,No,17,FALSE,FALSE,TRUE,TRUE,TRUE,2,20191203,$50.30,TRUE,Month-to-Month,One Line,DSL
4317-VTEOA,Male,0,No,No,1,1,0,Electronic check,$50.75,$50.75,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,20210329,$50.75,TRUE,Month-to-Month,One Line,DSL
4318-RAJVY,Female,0,No,No,1,0,1,Mailed check,$19.80,$198.25,No,10,TRUE,FALSE,TRUE,FALSE,FALSE,0,20200628,$19.80,TRUE,1 Year,One Line,No Internet Service
4320-QMLLA,Male,0,No,No,1,1,0,Mailed check,$54.85,$370.40,No,7,FALSE,FALSE,TRUE,TRUE,TRUE,0,20201005,$54.85,TRUE,Month-to-Month,One Line,DSL
4322-RCYMT,Male,0,Yes,Yes,2,1,1,Bank transfer (automatic),$75.80,"$5,293.95",Yes,70,FALSE,TRUE,TRUE,TRUE,TRUE,3,20150705,$75.80,TRUE,1 Year,Two or More Lines,DSL
4323-ELYYB,Male,0,Yes,Yes,1,0,1,Mailed check,$20.00,$218.55,No,11,FALSE,FALSE,TRUE,FALSE,FALSE,3,20200531,$20.00,TRUE,1 Year,One Line,No Internet Service
4323-OHFOW,Female,1,Yes,No,2,2,1,Bank transfer (automatic),$105.55,"$7,195.35",No,68,TRUE,FALSE,TRUE,TRUE,TRUE,1,20150825,$105.55,TRUE,1 Year,Two or More Lines,Fiber Optic
4323-SADQS,Male,0,Yes,Yes,0,1,0,Electronic check,$34.50,$279.25,Yes,8,FALSE,TRUE,FALSE,TRUE,FALSE,3,20200825,$34.50,TRUE,Month-to-Month,No Phone Service,DSL
4324-AHJKS,Female,0,No,No,1,1,0,Credit card (automatic),$55.80,$300.40,No,5,TRUE,FALSE,TRUE,TRUE,TRUE,0,20201116,$55.80,TRUE,Month-to-Month,One Line,DSL
